strDrink,idDrink,strCategory,strAlcoholic,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15
3-Mile Long Island Iced Tea,15300,Ordinary Drink,Alcoholic,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,,1-2 dash ,1 wedge ,,,,,,,
3-Mile Long Island Iced Tea,15300,Ordinary Drink,Alcoholic,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,,1-2 dash ,1 wedge ,,,,,,,
3-Mile Long Island Iced Tea,15300,Ordinary Drink,Alcoholic,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,,1-2 dash ,1 wedge ,,,,,,,
3-Mile Long Island Iced Tea,15300,Ordinary Drink,Alcoholic,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,Gin,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,,1-2 dash ,1 wedge ,,,,,,,
69 Special,13940,Ordinary Drink,Alcoholic,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",Gin,7-Up,Lemon juice,,,,,,,,,,,,,2 oz dry ,4 oz ,0.75 oz ,,,,,,,,,,,,
A1,17222,Cocktail,Alcoholic,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",Gin,Grand Marnier,Lemon Juice,Grenadine,,,,,,,,,,,,1 3/4 shot ,1 Shot ,1/4 Shot,1/8 Shot,,,,,,,,,,,
Abbey Cocktail,17834,Ordinary Drink,Alcoholic,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,Orange bitters,Orange,Cherry,,,,,,,,,,,,1 1/2 oz ,1 dash ,Juice of 1/4 ,1 ,,,,,,,,,,,
Abbey Martini,17223,Cocktail,Alcoholic,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",Gin,Sweet Vermouth,Orange Juice,Angostura Bitters,,,,,,,,,,,,2 shots ,1 shot ,1 shot ,3 dashes ,,,,,,,,,,,
Abbey Martini,17223,Cocktail,Alcoholic,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",Gin,Sweet Vermouth,Orange Juice,Angostura Bitters,,,,,,,,,,,,2 shots ,1 shot ,1 shot ,3 dashes ,,,,,,,,,,,
Abbey Martini,17223,Cocktail,Alcoholic,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",Gin,Sweet Vermouth,Orange Juice,Angostura Bitters,,,,,,,,,,,,2 shots ,1 shot ,1 shot ,3 dashes ,,,,,,,,,,,
Abbey Martini,17223,Cocktail,Alcoholic,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",Gin,Sweet Vermouth,Orange Juice,Angostura Bitters,,,,,,,,,,,,2 shots ,1 shot ,1 shot ,3 dashes ,,,,,,,,,,,
Ace,17225,Cocktail,Alcoholic,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,Gin,Grenadine,Heavy cream,Milk,Egg White,,,,,,,,,,,2 shots ,1/2 shot ,1/2 shot ,1/2 shot,1/2 Fresh,,,,,,,,,,
Adam & Eve,17226,Cocktail,Alcoholic,Shake together all the ingredients and strain into a cold glass.,Gin,Cognac,Creme de Cassis,Fresh Lemon Juice,,,,,,,,,,,,1 shot ,1 shot ,1 shot ,1/8 shot ,,,,,,,,,,,
Addison,17228,Cocktail,Alcoholic,Shake together all the ingredients and strain into a cold glass.,Gin,Vermouth,,,,,,,,,,,,,,1 1/2 shot ,1 1/2 shot ,,,,,,,,,,,,,
Alaska Cocktail,11013,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",Orange bitters,Gin,Yellow Chartreuse,Lemon peel,,,,,,,,,,,,2 dashes ,1 1/2 oz ,3/4 oz ,Twist of ,,,,,,,,,,,
Alexander,11014,Ordinary Drink,Alcoholic,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Gin,Creme de Cacao,Light cream,Nutmeg,,,,,,,,,,,,1/2 oz ,1/2 oz white ,2 oz ,,,,,,,,,,,,
Allies Cocktail,11022,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Dry Vermouth,Gin,Kummel,,,,,,,,,,,,,1 oz ,1 oz ,1/2 tsp ,,,,,,,,,,,,
Allies Cocktail,11022,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Dry Vermouth,Gin,Kummel,,,,,,,,,,,,,1 oz ,1 oz ,1/2 tsp ,,,,,,,,,,,,
Allies Cocktail,11022,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Dry Vermouth,Gin,Kummel,,,,,,,,,,,,,1 oz ,1 oz ,1/2 tsp ,,,,,,,,,,,,
Allies Cocktail,11022,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",Dry Vermouth,Gin,Kummel,,,,,,,,,,,,,1 oz ,1 oz ,1/2 tsp ,,,,,,,,,,,,
Angel Face,11034,Ordinary Drink,Alcoholic,Shake all ingredients with ice and strain contents into a cocktail glass.,Apricot brandy,Apple brandy,Gin,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,
Archbishop,11052,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Wine,Benedictine,Lime,,,,,,,,,,,,2 oz ,1 oz Green Ginger ,1 tsp ,1 ,,,,,,,,,,,
Arthur Tompkins,11054,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",Gin,Grand Marnier,Lemon juice,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,2 tsp ,1 twist of ,,,,,,,,,,,
Artillery,11055,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,Bitters,,,,,,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes ,,,,,,,,,,,,
Artillery,11055,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,Bitters,,,,,,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes ,,,,,,,,,,,,
Artillery,11055,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,Bitters,,,,,,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes ,,,,,,,,,,,,
Artillery,11055,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,Bitters,,,,,,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes ,,,,,,,,,,,,
AT&T,13938,Ordinary Drink,Alcoholic,"Pour Vodka and Gin over ice, add Tonic and Stir",Absolut Vodka,Gin,Tonic water,,,,,,,,,,,,,1 oz ,1 oz ,4 oz ,,,,,,,,,,,,
Aviation,17180,Cocktail,Alcoholic,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Gin,lemon juice,maraschino liqueur,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bermuda Highball,11084,Ordinary Drink,Alcoholic,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
Bijou,17254,Cocktail,Alcoholic,"Stir in mixing glass with ice and strain
",Orange Bitters,Green Chartreuse,Gin,Sweet Vermouth,,,,,,,,,,,,1 dash,1 oz,1 oz,1 oz,,,,,,,,,,,
Bluebird,11120,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.",Gin,Triple sec,Blue Curacao,Bitters,Maraschino cherry,Lemon peel,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,1 ,1 twist of ,,,,,,,,,
Bombay Cassis,17242,Cocktail,Alcoholic,"Add the Bombay Sapphire, Crème de Cassis and lime juice to a balloon glass and swirl well to mix.
Fill the glass with good quality cubed ice.
Top up with chilled and freshly opened Fever-Tree Ginger Beer.
Gently stir to combine, top with a gently squeezed lime wedge and finish with a fresh ginger slice.",Gin,Creme de Cassis,Fresh Lime Juice,Ginger beer,Lime,Ginger,,,,,,,,,,50 ml,20 ml,15 ml,75 ml,1,1 long strip,,,,,,,,,
Boomerang,11124,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1 ,,,,,,,,,,
Boomerang,11124,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1 ,,,,,,,,,,
Boomerang,11124,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1 ,,,,,,,,,,
Boomerang,11124,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1 ,,,,,,,,,,
Boxcar,11149,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Gin,Triple sec,Lemon juice,Grenadine,Egg white,,,,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 tsp ,1 ,,,,,,,,,,
Bramble,17210,Ordinary Drink,Alcoholic,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",Gin,lemon juice,Sugar syrup,Creme de Mure,,,,,,,,,,,,4 cl,1.5 cl,1 cl,1.5 cl,,,,,,,,,,,
Casino,17185,Ordinary Drink,Alcoholic,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,Gin,Maraschino liqueur,Lemon juice,Orange bitters,Cherry,,,,,,,,,,,2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,,
Casino Royale,11224,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Gin,Lemon juice,Maraschino liqueur,Orange bitters,Egg yolk,,,,,,,,,,,2 oz ,1/2 oz ,1 tsp ,1 dash ,1 ,,,,,,,,,,
Clover Club,17186,Ordinary Drink,Alcoholic,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",Gin,Grenadine,Lemon,Egg white,,,,,,,,,,,,1 1/2 oz ,2 tsp ,Juice of 1/2 ,1 ,,,,,,,,,,,
Corpse Reviver #2,17250,Cocktail,Alcoholic,"Shake, strain, straight up, cocktail glass rinsed with absinthe
",Gin,Triple Sec,Lillet Blanc,Lemon Juice,Absinthe,,,,,,,,,,,3/4 oz,3/4 oz,3/4 oz,3/4 oz,1 dash,,,,,,,,,,
Derby,17187,Ordinary Drink,Alcoholic,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,gin,Peach Bitters,Mint,,,,,,,,,,,,,6 cl,2 dashes,2 Fresh leaves,,,,,,,,,,,,
Dragonfly,11320,Ordinary Drink,Alcoholic,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",Gin,Ginger ale,Lime,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 ,,,,,,,,,,,,
Dry Martini,11005,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Dry Martini,11005,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Dry Martini,11005,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Dry Martini,11005,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Dubonnet Cocktail,11326,Ordinary Drink,Alcoholic,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Dubonnet Rouge,Gin,Bitters,Lemon peel,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1 dash ,1 twist of ,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Highball,11338,Ordinary Drink,Alcoholic,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,
English Rose Cocktail,11339,Ordinary Drink,Alcoholic,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,,,,,
English Rose Cocktail,11339,Ordinary Drink,Alcoholic,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,,,,,
English Rose Cocktail,11339,Ordinary Drink,Alcoholic,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,,,,,
English Rose Cocktail,11339,Ordinary Drink,Alcoholic,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,,,,,
Flying Dutchman,11368,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Gin,Triple sec,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,
"French ""75""",11379,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry.",Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 ,,,,,,,,,
French 75,17197,Ordinary Drink,Alcoholic,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 ,,,,,,,,,
French Negroni,17248,Cocktail,Alcoholic,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,
French Negroni,17248,Cocktail,Alcoholic,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,
French Negroni,17248,Cocktail,Alcoholic,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,
French Negroni,17248,Cocktail,Alcoholic,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
